7,0.775,0.109,591.7639552756063,492.5865741138726,4.186896344842792,-0.5131055295480695,119.19898885724612,2.0148169998924925
8,0.886,0.111,592.8843671141436,493.3788833895246,3.8921193841181783,-2.5789340457459615,120.54402151496774,1.733241817508216
9,0.997,0.111,592.8683297649861,493.2502609159437,3.360505732540072,-4.418384723459692,123.513754352744,1.2775192534985635
10,1.108,0.111,592.8468045203961,493.16680618925784,2.6750561371788426,-5.5973727400194155,129.26028703108008,1.076002435103076
11,1.222,0.114,592.821180979694,493.13617730335983,1.9735223649238223,-5.826617092846641,120.6788921235902,0.970006166324982
12,1.333,0.111,592.7940424295859,493.1548828414918,1.3398504261161601,-4.996852596513342,54.28562782993721,0.9981361704273286
13,1.444,0.111,592.7686597062416,493.20932717057343,0.9611123903423082,-3.1533082767925227,-59.44985326505367,1.3609200547933187
14,1.555,0.111,592.7463279519999,493.28199912548195,0.9181351631868884,-0.9057588229701636,-116.19463751551214,1.7463516357789346
15,1.667,0.112,592.724836328382,493.3644856565559,1.0762934714488033,0.7256941837412416,-114.87918078150703,1.449306330734517
16,1.778,0.111,592.6999471979233,493.4438902279125,1.2586542880165428,1.324566091452423,-107.38793074037679,1.1192131111439154
17,1.891,0.113,592.6669872986598,493.514777881245,1.3974720500609765,1.2422033405809396,-105.04176977386784,1.2883884177099403
18,1.997,0.106,592.625392062116,493.5732732056873,1.5159485491824194,0.8107478968918401,-104.13634655280673,1.4232346602742978
19,2.108,0.111,592.5778438273061,493.622451292151,1.540418074875476,-0.01663769794240416,-103.94968211779288,1.4172041842529803
20,2.222,0.114,592.5310310126699,493.67052508444436,1.4042075542297223,-1.1690191495865137,-107.1521114867198,1.3559539871635762
21,2.33,0.108,592.4922794178898,493.7143404516306,1.109683382822128,-2.148925727032851,-99.24219780967097,1.3437182111093602
22,2.443,0.113,592.4669876567494,493.74853999549373,0.7674266627513827,-2.285914479930406,-37.87270503675632,1.7197761939813077
23,2.557,0.114,592.4567083147934,493.76175574450207,0.584836191375685,-1.3138146509088537,67.9190386392392,1.7649549403215015
24,2.666,0.109,592.459201579452,493.74896823640125,0.6419910569305562,0.2573936847801148,118.61870914205126,1.5777730237749195
25,2.778,0.112,592.4683333779932,493.71808898934495,0.8572793006856271,1.7202946920433995,114.26877256671386,1.837036966790976
26,2.889,0.111,592.4768452940343,493.6773453059352,1.1800478325935235,2.802054776461101,102.92728481410579,2.257921678490864
27,3.002,0.113,592.4787290426851,493.6370247274291,1.606823402217673,3.340505491106513,94.43085262131922,2.298004191198674
28,3.109,0.107,592.4721728701007,493.60336521844135,2.0037212108745157,3.0305108926043687,88.92610000474309,1.998156534898226
29,3.222,0.113,592.457586334845,493.5823851508065,2.232577146038671,1.8265079834582651,85.84230737708829,1.5806897185805835
30,3.333,0.111,592.4391118156293,493.57207316792005,2.241183842092919,0.09209811522325403,83.91456860588265,1.200832251258015
31,3.444,0.111,592.4213747660873,493.5639172962453,2.0335866370418496,-1.7209273322885161,82.29314274038953,1.2428191085068634
32,3.555,0.111,592.4083284731072,493.5510546444567,1.6332053824747046,-3.12807168245359,77.9125291904793,1.5950170302333766
33,3.666,0.111,592.402537386817,493.529588635399,1.1251158751129349,-3.2666976615004892,59.98815209868871,1.5505726783278413
34,3.777,0.111,592.4035125148253,493.5041005506429,0.8397758789586258,-1.1483529759431599,16.794900010373354,1.2997479495777577
35,3.888,0.111,592.4079876440545,493.49303312024443,1.1834503285224691,2.933242067262669,-37.606001358457355,1.3108690430323264
36,4.001,0.113,592.4102153242278,493.50517844866664,2.1245493888870897,6.812596396055228,-70.83149502547872,1.5136729345387527
37,4.113,0.112,592.4069867477926,493.54040643769923,3.2494933863384254,8.250480424973658,-82.11938844523227,1.5397496855911226
38,4.224,0.111,592.3976644409016,493.58739825211455,4.093288029577531,6.81686231748162,-85.45744859456171,1.3373009516836685
39,4.335,0.111,592.3869954315535,493.6342823284842,4.500850567798498,3.7423821617334245,-86.65686291220693,0.9907074713746744
40,4.447,0.112,592.3799907232054,493.6789541261696,4.516955133297279,0.4219884436394184,-87.2649925480985,1.0402568684299167
41,4.555,0.108,592.3819698544885,493.7220408783753,4.202518950017794,-2.5102340092230624,-87.59607205847219,1.8063391406990297
42,4.666,0.111,592.3938955630383,493.7633618619232,3.6189868080914316,-4.887562171404601,-87.70233330938879,2.364846439347741
43,4.777,0.111,592.4125250110881,493.79861555736835,2.836303275895785,-6.558951449150239,-87.73329302788838,2.1061374170301383
44,4.888,0.111,592.4318129556038,493.8225916829501,1.950068985405741,-7.262072913551251,-88.79527170455374,1.6854295287122896
45,5.001,0.113,592.4455190981703,493.8344487127744,1.1143580995131872,-6.64229748357033,-81.37346131290063,1.7645742840212812
46,5.112,0.111,592.450376615064,493.83092624043144,0.5612049630013145,-4.611828910628503,-36.227913434514306,2.081053310661411
47,5.223,0.111,592.446894100089,493.80857641629393,0.42030780650691657,-2.0195761776032857,43.901538520719434,2.2888573181846485
48,5.334,0.111,592.4386436654102,493.754953238916,0.4897376842328693,-0.30033914656343996,91.99061159090553,1.970985089774475
49,5.443,0.109,592.4322410297567,493.666750354708,0.5298665802957386,0.04623460472981047,101.31738787630546,1.2899354975647648
